Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P2390_NA_07102019-0	EBKGOO_02253	contig_20	60486	61637	-	ampC	class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	383	396	95.20	68.50	381	WP_280147732.1	class C beta-lactamase	NF033085.1	class C beta-lactamase
P2390_NA_07102019-0	EBKGOO_04527	contig_55	14908	15351	+	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	147	153	94.77	60.69	145	WP_104467712.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
P2390_NA_07102019-0	EBKGOO_00926	contig_6	98683	99117	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	144	144	100.00	94.44	144	AAC38229.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
P2390_NA_07102019-0	EBKGOO_00927	contig_6	99189	99539	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	116	116	100.00	93.97	116	AAA98222.1	mercuric transport protein MerT	NA	NA
P2390_NA_07102019-0	EBKGOO_00928	contig_6	99555	99830	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	91	91	98.90	93.33	90	AAA98223.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
P2390_NA_07102019-0	EBKGOO_00929	contig_6	99833	100078	+	merF	mercury resistance system transport protein MerF	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	81	81	100.00	100.00	81	ABA25986.1	mercury resistance system transport protein MerF	NF033565.0	mercury resistance system transport protein MerF
P2390_NA_07102019-0	EBKGOO_00930	contig_6	100075	101721	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	548	561	100.00	85.38	561	AAC38220.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
P2390_NA_07102019-0	EBKGOO_00931	contig_6	101738	102103	+	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	121	121	100.00	98.35	121	AAC38221.1	mercury resistance co-regulator MerD	NF033783.1	mercury resistance co-regulator MerD
P2390_NA_07102019-0	EBKGOO_00932	contig_6	102100	102336	+	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	78	78	100.00	100.00	78	AAC38236.1	broad-spectrum mercury transporter MerE	NF010310.2	broad-spectrum mercury transporter MerE
P2390_NA_07102019-0	EBKGOO_05405	contig_78	16587	17771	+	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	394	399	96.49	74.81	385	WP_063855888.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
