Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P1605_CF_01082011-0	LDJKDK_00900	contig_1	192037	193491	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	484	631	70.36	42.51	454	AAA83977.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
P1605_CF_01082011-0	LDJKDK_06430	contig_3	355705	356856	+	ampC	class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	383	396	95.20	68.77	381	WP_280147732.1	class C beta-lactamase	NF033085.1	class C beta-lactamase
P1605_CF_01082011-0	LDJKDK_28830	contig_31	11074	12258	-	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	394	399	96.49	74.29	385	WP_063855888.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
P1605_CF_01082011-0	LDJKDK_30320	contig_35	21839	22282	+	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	147	153	94.77	60.00	145	WP_104467712.1	aminoglycoside 6'-N-acetyltransferase	NF043067.1	aminoglycoside 6'-N-acetyltransferase
P1605_CF_01082011-0	LDJKDK_10780	contig_6	169143	171992	+	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.36	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
P1605_CF_01082011-0	LDJKDK_10795	contig_6	175375	175833	+	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	BLASTP	152	152	100.00	96.71	152	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
P1605_CF_01082011-0	LDJKDK_10800	contig_6	175856	176770	+	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.05	304	APX31172.1	heat resistance protein YfdX1	NA	NA
P1605_CF_01082011-0	LDJKDK_10805	contig_6	176873	177760	+	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	91.86	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
P1605_CF_01082011-0	LDJKDK_10810	contig_6	177857	178468	+	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	90.64	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
P1605_CF_01082011-0	LDJKDK_10820	contig_6	179683	180123	+	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
P1605_CF_01082011-0	LDJKDK_10825	contig_6	180127	181842	+	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	92.99	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
P1605_CF_01082011-0	LDJKDK_10830	contig_6	181839	182336	+	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	93.33	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
