Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P4904_CF_01092023-0	KMPOPL_03945	contig_1	857490	858275	+	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.53	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
P4904_CF_01092023-0	KMPOPL_05835	contig_1	1271528	1272808	-	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	426	450	100.00	86.44	450	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
P4904_CF_01092023-0	KMPOPL_06565	contig_1	1450489	1451316	+	blaOXA-114g	class D beta-lactamase OXA-114g	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063861000.1	class D beta-lactamase OXA-114g	NF033818.0	OXA-114 family class D beta-lactamase
P4904_CF_01092023-0	KMPOPL_22160	contig_10	89418	90068	+	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	80.58	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
P4904_CF_01092023-0	KMPOPL_24305	contig_12	95344	96540	+	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	61.04	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
P4904_CF_01092023-0	KMPOPL_27870	contig_17	61	957	-	blaAXC-1	carbapenem-hydrolyzing class A beta-lactamase AXC-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	298	298	100.00	100.00	298	WP_020924773.1	carbapenem-hydrolyzing class A beta-lactamase AXC-1	NF033929.1	AXC family carbapenem-hydrolyzing class A beta-lactamase
P4904_CF_01092023-0	KMPOPL_10230	contig_2	512051	512287	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	78	78	100.00	100.00	78	CAA77325.1	broad-spectrum mercury transporter MerE	NF010310.2	broad-spectrum mercury transporter MerE
P4904_CF_01092023-0	KMPOPL_10235	contig_2	512284	512649	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	121	121	100.00	100.00	121	ABF13034.1	mercury resistance co-regulator MerD	NF033783.1	mercury resistance co-regulator MerD
P4904_CF_01092023-0	KMPOPL_10240	contig_2	512667	514352	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	561	561	100.00	98.75	561	AAC38220.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
P4904_CF_01092023-0	KMPOPL_10245	contig_2	514424	514699	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	91	91	100.00	100.00	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
P4904_CF_01092023-0	KMPOPL_10250	contig_2	514712	515062	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	116	116	100.00	93.10	116	CAA70196.1	mercuric transport protein MerT	NA	NA
P4904_CF_01092023-0	KMPOPL_10255	contig_2	515134	515568	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	144	144	100.00	100.00	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
P4904_CF_01092023-0	KMPOPL_31015	contig_28	2455	2814	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	HMM	119	120	99.17	59.66	119	AAA93060.1	arsenite efflux transporter metallochaperone ArsD	NF033727.2	arsenite efflux transporter metallochaperone ArsD
P4904_CF_01092023-0	KMPOPL_14745	contig_5	33913	34410	-	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	92.73	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
P4904_CF_01092023-0	KMPOPL_14750	contig_5	34407	36122	-	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	90.72	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
P4904_CF_01092023-0	KMPOPL_14755	contig_5	36126	36566	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	93.84	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
P4904_CF_01092023-0	KMPOPL_14765	contig_5	37781	38392	-	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	92.12	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
P4904_CF_01092023-0	KMPOPL_14770	contig_5	38489	39376	-	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	92.88	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
P4904_CF_01092023-0	KMPOPL_14775	contig_5	39479	40393	-	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.71	304	APX31172.1	heat resistance protein YfdX1	NA	NA
P4904_CF_01092023-0	KMPOPL_14780	contig_5	40432	40872	-	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	96.00	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
P4904_CF_01092023-0	KMPOPL_14795	contig_5	44256	47105	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.47	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
