Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA7025217_ERR4298798	DMOFFK_00095	contig_1	107222	108049	-	blaOXA-114c	class D beta-lactamase OXA-114c	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054448427.1	class D beta-lactamase OXA-114c	NF033818.0	OXA-114 family class D beta-lactamase
SAMEA7025217_ERR4298798	DMOFFK_02494	contig_17	88124	89812	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
SAMEA7025217_ERR4298798	DMOFFK_02495	contig_17	89823	90128	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	101	91	89.01	75.31	81	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
SAMEA7025217_ERR4298798	DMOFFK_03509	contig_28	5440	6225	+	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.15	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
SAMEA7025217_ERR4298798	DMOFFK_04277	contig_37	62990	63640	+	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	81.55	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
SAMEA7025217_ERR4298798	DMOFFK_00775	contig_5	10295	11521	+	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	408	450	99.56	83.93	448	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
SAMEA7025217_ERR4298798	DMOFFK_06004	contig_76	25218	26414	-	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	60.78	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
SAMEA7025217_ERR4298798	DMOFFK_01516	contig_9	108902	111751	+	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.57	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
SAMEA7025217_ERR4298798	DMOFFK_01519	contig_9	115135	115575	+	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	95.20	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
SAMEA7025217_ERR4298798	DMOFFK_01520	contig_9	115614	116528	+	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.71	304	APX31172.1	heat resistance protein YfdX1	NA	NA
SAMEA7025217_ERR4298798	DMOFFK_01521	contig_9	116631	117518	+	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	99.66	92.52	294	ASF80766.1	heat resistance protein YfdX2	NA	NA
SAMEA7025217_ERR4298798	DMOFFK_01522	contig_9	117615	118226	+	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	91.13	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
SAMEA7025217_ERR4298798	DMOFFK_01524	contig_9	119441	119881	+	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
SAMEA7025217_ERR4298798	DMOFFK_01525	contig_9	119885	121600	+	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	89.67	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
SAMEA7025217_ERR4298798	DMOFFK_01526	contig_9	121597	122094	+	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	91.52	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
