Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P6204_CF_11112019-0	PAJNJH_00147	contig_1	174088	174585	-	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	91.52	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
P6204_CF_11112019-0	PAJNJH_00148	contig_1	174582	176297	-	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	89.67	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
P6204_CF_11112019-0	PAJNJH_00149	contig_1	176301	176741	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
P6204_CF_11112019-0	PAJNJH_00151	contig_1	177956	178567	-	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	91.13	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
P6204_CF_11112019-0	PAJNJH_00152	contig_1	178664	179551	-	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	92.54	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
P6204_CF_11112019-0	PAJNJH_00153	contig_1	179654	180568	-	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.71	304	APX31172.1	heat resistance protein YfdX1	NA	NA
P6204_CF_11112019-0	PAJNJH_00154	contig_1	180607	181047	-	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	95.20	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
P6204_CF_11112019-0	PAJNJH_00157	contig_1	184431	187280	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.57	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
P6204_CF_11112019-0	PAJNJH_00297	contig_2	62651	62938	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	95	91	100.00	69.47	95	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
P6204_CF_11112019-0	PAJNJH_00298	contig_2	62949	64637	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
P6204_CF_11112019-0	PAJNJH_00561	contig_3	98924	99766	-	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	280	271	94.46	42.42	264	WP_064808881.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
P6204_CF_11112019-0	PAJNJH_01247	contig_7	121832	123022	-	blaAMZ	AMZ family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	396	396	100.00	94.44	396	WP_280147732.1	class C beta-lactamase AMZ-1	NF041741.1	AMZ family class C beta-lactamase
