Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P2890_PCD_12062020-0	PMDBMK_00745	contig_1	150253	150621	+	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	HMM	122	120	100.00	59.02	122	AAA93060.1	arsenite efflux transporter metallochaperone ArsD	NF033727.2	arsenite efflux transporter metallochaperone ArsD
P2890_PCD_12062020-0	PMDBMK_00915	contig_1	183614	184048	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
P2890_PCD_12062020-0	PMDBMK_00920	contig_1	184120	184470	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	116	116	100.00	96.55	116	CAA70196.1	mercuric transport protein MerT	NA	NA
P2890_PCD_12062020-0	PMDBMK_00925	contig_1	184483	184758	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	91	91	100.00	96.70	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
P2890_PCD_12062020-0	PMDBMK_00930	contig_1	184786	185208	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	HMM	140	140	98.57	87.68	138	AAC33908.1	organomercurial transporter MerC	NF033784.1	organomercurial transporter MerC
P2890_PCD_12062020-0	PMDBMK_00935	contig_1	185248	186933	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	561	561	100.00	85.38	561	ACU65296.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
P2890_PCD_12062020-0	PMDBMK_00940	contig_1	186951	187316	+	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	121	121	100.00	96.69	121	ABF13034.1	mercury resistance co-regulator MerD	NF033783.1	mercury resistance co-regulator MerD
P2890_PCD_12062020-0	PMDBMK_00945	contig_1	187313	187549	+	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	HMM	78	78	100.00	87.18	78	AAC38236.1	broad-spectrum mercury transporter MerE	NF010310.2	broad-spectrum mercury transporter MerE
P2890_PCD_12062020-0	PMDBMK_10660	contig_12	97125	99974	+	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.57	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
P2890_PCD_12062020-0	PMDBMK_10675	contig_12	103358	103798	+	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	95.20	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
