Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P1290_NA_30102021-0	HGKFMC_00505	contig_1	97293	100142	+	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.57	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
P1290_NA_30102021-0	HGKFMC_00520	contig_1	103526	103966	+	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	95.20	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
P1290_NA_30102021-0	HGKFMC_00525	contig_1	104005	104919	+	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.71	304	APX31172.1	heat resistance protein YfdX1	NA	NA
P1290_NA_30102021-0	HGKFMC_00530	contig_1	105022	105909	+	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	92.54	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
P1290_NA_30102021-0	HGKFMC_00535	contig_1	106006	106617	+	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	91.13	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
P1290_NA_30102021-0	HGKFMC_00545	contig_1	107832	108272	+	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
P1290_NA_30102021-0	HGKFMC_00550	contig_1	108276	109991	+	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	89.67	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
P1290_NA_30102021-0	HGKFMC_00555	contig_1	109988	110485	+	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	91.52	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
P1290_NA_30102021-0	HGKFMC_08455	contig_12	99629	100819	-	blaAMZ	AMZ family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	396	396	100.00	94.44	396	WP_280147732.1	class C beta-lactamase AMZ-1	NF041741.1	AMZ family class C beta-lactamase
P1290_NA_30102021-0	HGKFMC_01645	contig_2	72738	73580	-	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	280	271	94.46	42.42	264	WP_064808881.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
P1290_NA_30102021-0	HGKFMC_02280	contig_3	45346	45633	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	95	91	100.00	69.47	95	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
P1290_NA_30102021-0	HGKFMC_02285	contig_3	45644	47332	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
