Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P2690_PCD_05112019-0	EMMNME_10685	contig_13	12305	12955	-	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	80.58	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
P2690_PCD_05112019-0	EMMNME_11675	contig_14	102032	102877	-	blaOXA	OXA-114 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	281	275	100.00	99.27	275	WP_054471662.1	class D beta-lactamase OXA-114m	NF033818.0	OXA-114 family class D beta-lactamase
P2690_PCD_05112019-0	EMMNME_17190	contig_26	5325	6110	+	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.15	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
P2690_PCD_05112019-0	EMMNME_21885	contig_40	51359	52585	-	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	408	450	100.00	84.00	450	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
P2690_PCD_05112019-0	EMMNME_06315	contig_7	79402	79899	-	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	91.52	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
P2690_PCD_05112019-0	EMMNME_06320	contig_7	79896	81611	-	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	89.67	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
P2690_PCD_05112019-0	EMMNME_06325	contig_7	81615	82055	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
P2690_PCD_05112019-0	EMMNME_06335	contig_7	83270	83881	-	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	91.13	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
P2690_PCD_05112019-0	EMMNME_06340	contig_7	83978	84865	-	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	92.54	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
P2690_PCD_05112019-0	EMMNME_06345	contig_7	84968	85882	-	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.71	304	APX31172.1	heat resistance protein YfdX1	NA	NA
P2690_PCD_05112019-0	EMMNME_06350	contig_7	85921	86361	-	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	95.20	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
P2690_PCD_05112019-0	EMMNME_06365	contig_7	89745	92594	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.57	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
P2690_PCD_05112019-0	EMMNME_27370	contig_70	1103	2299	+	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	61.04	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
