Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA7025200_ERR4298758	HKGNHA_10230	contig_11	5375	6160	+	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.15	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
SAMEA7025200_ERR4298758	HKGNHA_03255	contig_3	121032	122720	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
SAMEA7025200_ERR4298758	HKGNHA_03260	contig_3	122731	123036	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	101	91	89.01	75.31	81	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
SAMEA7025200_ERR4298758	HKGNHA_22530	contig_34	12549	13199	-	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	81.07	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
SAMEA7025200_ERR4298758	HKGNHA_05490	contig_5	104917	105744	-	blaOXA-114i	class D beta-lactamase OXA-114i	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_026382828.1	class D beta-lactamase OXA-114i	NF033818.0	OXA-114 family class D beta-lactamase
SAMEA7025200_ERR4298758	HKGNHA_27510	contig_52	32359	33651	-	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	430	450	100.00	88.00	450	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
SAMEA7025200_ERR4298758	HKGNHA_07295	contig_7	77140	77637	-	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	91.52	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
SAMEA7025200_ERR4298758	HKGNHA_07300	contig_7	77618	79348	-	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	576	571	99.30	90.65	567	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
SAMEA7025200_ERR4298758	HKGNHA_07305	contig_7	79352	79792	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	91.10	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
SAMEA7025200_ERR4298758	HKGNHA_07320	contig_7	83145	85994	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.79	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
SAMEA7025200_ERR4298758	HKGNHA_07480	contig_7	112469	113701	+	chrA	chromate resistance efflux protein ChrA	plus	STRESS	METAL	CHROMATE	CHROMATE	BLASTP	410	416	96.63	94.03	402	AAA88432.1	chromate resistance efflux protein ChrA	NA	NA
SAMEA7025200_ERR4298758	HKGNHA_30885	contig_83	1159	2355	+	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	60.78	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
