Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA7025199_ERR4298751	BJGCMA_11765	contig_10	44293	45489	+	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	61.04	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
SAMEA7025199_ERR4298751	BJGCMA_17135	contig_17	113844	114494	+	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	80.58	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
SAMEA7025199_ERR4298751	BJGCMA_17310	contig_18	20840	21280	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	98.63	90.28	144	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
SAMEA7025199_ERR4298751	BJGCMA_17320	contig_18	22495	23106	-	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	90.64	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
SAMEA7025199_ERR4298751	BJGCMA_17325	contig_18	23203	24090	-	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	94.58	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
SAMEA7025199_ERR4298751	BJGCMA_17330	contig_18	24193	25107	-	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	95.72	304	APX31172.1	heat resistance protein YfdX1	NA	NA
SAMEA7025199_ERR4298751	BJGCMA_17335	contig_18	25146	25586	-	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	96.00	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
SAMEA7025199_ERR4298751	BJGCMA_17350	contig_18	28970	31819	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.47	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
SAMEA7025199_ERR4298751	BJGCMA_20625	contig_24	98037	98822	-	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.15	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
SAMEA7025199_ERR4298751	BJGCMA_04910	contig_3	159598	160425	-	blaOXA-114l	class D beta-lactamase OXA-114l	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054517040.1	class D beta-lactamase OXA-114l	NF033818.0	OXA-114 family class D beta-lactamase
SAMEA7025199_ERR4298751	BJGCMA_05350	contig_4	11006	12232	+	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	408	450	100.00	84.00	450	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
