Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P9704_CF_29072010-1	JIDMCN_13255	contig_11	108939	110627	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
P9704_CF_29072010-1	JIDMCN_13260	contig_11	110638	110925	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	95	91	100.00	69.47	95	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
P9704_CF_29072010-1	JIDMCN_17770	contig_17	115841	117031	-	blaAMZ	AMZ family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	396	396	100.00	94.44	396	WP_280147732.1	class C beta-lactamase AMZ-1	NF041741.1	AMZ family class C beta-lactamase
P9704_CF_29072010-1	JIDMCN_06050	contig_4	64507	67356	+	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.57	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
P9704_CF_29072010-1	JIDMCN_06065	contig_4	70740	71180	+	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	95.20	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
P9704_CF_29072010-1	JIDMCN_06070	contig_4	71219	72133	+	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.71	304	APX31172.1	heat resistance protein YfdX1	NA	NA
P9704_CF_29072010-1	JIDMCN_06075	contig_4	72236	73123	+	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	92.54	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
P9704_CF_29072010-1	JIDMCN_06080	contig_4	73220	73831	+	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	91.13	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
P9704_CF_29072010-1	JIDMCN_06090	contig_4	75046	75486	+	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
P9704_CF_29072010-1	JIDMCN_06095	contig_4	75490	77205	+	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	89.67	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
P9704_CF_29072010-1	JIDMCN_06100	contig_4	77202	77699	+	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	91.52	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
P9704_CF_29072010-1	JIDMCN_09695	contig_7	93826	94668	+	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	280	271	94.46	42.42	264	WP_064808881.1	class D beta-lactamase	NF012161.0	class D beta-lactamase
