Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA7025133_ERR4298737	HHEFDI_12955	contig_11	45922	46749	-	blaOXA-114h	class D beta-lactamase OXA-114h	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_053498400.1	class D beta-lactamase OXA-114h	NF033818.0	OXA-114 family class D beta-lactamase
SAMEA7025133_ERR4298737	HHEFDI_13455	contig_11	177192	178418	+	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	408	450	100.00	84.00	450	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
SAMEA7025133_ERR4298737	HHEFDI_14340	contig_12	188095	188880	-	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.15	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
SAMEA7025133_ERR4298737	HHEFDI_17040	contig_16	27711	27998	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	95	91	100.00	69.47	95	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
SAMEA7025133_ERR4298737	HHEFDI_17045	contig_16	28009	29697	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
SAMEA7025133_ERR4298737	HHEFDI_17800	contig_17	25683	25919	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	78	78	100.00	100.00	78	CAA77325.1	broad-spectrum mercury transporter MerE	NF010310.2	broad-spectrum mercury transporter MerE
SAMEA7025133_ERR4298737	HHEFDI_17805	contig_17	25916	26281	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	121	121	100.00	100.00	121	ABF13034.1	mercury resistance co-regulator MerD	NF033783.1	mercury resistance co-regulator MerD
SAMEA7025133_ERR4298737	HHEFDI_17810	contig_17	26299	27984	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	561	561	100.00	98.75	561	AAC38220.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
SAMEA7025133_ERR4298737	HHEFDI_17815	contig_17	28056	28331	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	91	91	100.00	100.00	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
SAMEA7025133_ERR4298737	HHEFDI_17820	contig_17	28344	28694	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	BLASTP	116	116	100.00	93.10	116	CAA70196.1	mercuric transport protein MerT	NA	NA
SAMEA7025133_ERR4298737	HHEFDI_17825	contig_17	28766	29200	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	EXACTP	144	144	100.00	100.00	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NF010315.0	mercury resistance transcriptional regulator MerR
SAMEA7025133_ERR4298737	HHEFDI_17935	contig_17	52192	52551	+	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	HMM	119	120	99.17	59.66	119	AAA93060.1	arsenite efflux transporter metallochaperone ArsD	NF033727.2	arsenite efflux transporter metallochaperone ArsD
SAMEA7025133_ERR4298737	HHEFDI_22805	contig_25	62867	63517	+	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	81.07	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
SAMEA7025133_ERR4298737	HHEFDI_24325	contig_30	24772	25968	-	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	60.78	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
SAMEA7025133_ERR4298737	HHEFDI_30775	contig_67	3378	4274	-	blaAXC	AXC family carbapenem-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	298	298	100.00	99.66	298	WP_020924773.1	carbapenem-hydrolyzing class A beta-lactamase AXC-1	NF033929.1	AXC family carbapenem-hydrolyzing class A beta-lactamase
