Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P6590_NA_03052023-0	EGDNKE_00920	contig_1	217564	218061	-	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	91.52	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
P6590_NA_03052023-0	EGDNKE_00925	contig_1	218058	219773	-	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	89.67	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
P6590_NA_03052023-0	EGDNKE_00930	contig_1	219777	220217	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
P6590_NA_03052023-0	EGDNKE_00940	contig_1	221432	222043	-	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	91.13	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
P6590_NA_03052023-0	EGDNKE_00945	contig_1	222140	223027	-	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	92.54	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
P6590_NA_03052023-0	EGDNKE_00950	contig_1	223130	224044	-	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.71	304	APX31172.1	heat resistance protein YfdX1	NA	NA
P6590_NA_03052023-0	EGDNKE_00955	contig_1	224083	224523	-	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	95.20	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
P6590_NA_03052023-0	EGDNKE_00970	contig_1	227907	230756	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.57	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
P6590_NA_03052023-0	EGDNKE_10420	contig_10	6235	7020	-	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.15	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
P6590_NA_03052023-0	EGDNKE_12060	contig_12	24936	25763	+	blaOXA-114f	class D beta-lactamase OXA-114f	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_024069684.1	class D beta-lactamase OXA-114f	NF033818.0	OXA-114 family class D beta-lactamase
P6590_NA_03052023-0	EGDNKE_18425	contig_23	49951	51243	-	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	430	450	100.00	87.78	450	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
P6590_NA_03052023-0	EGDNKE_03860	contig_3	163591	164787	-	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	60.52	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
P6590_NA_03052023-0	EGDNKE_07850	contig_7	62847	63497	+	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	81.07	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
