Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
P6602_CF_03092020-0	HLEEFM_06085	contig_12	26923	27228	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	101	91	89.01	75.31	81	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
P6602_CF_03092020-0	HLEEFM_06090	contig_12	27239	28927	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
P6602_CF_03092020-0	HLEEFM_26950	contig_139	10338	11564	+	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	408	450	100.00	83.33	450	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
P6602_CF_03092020-0	HLEEFM_07725	contig_17	8646	9431	+	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	41.38	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
P6602_CF_03092020-0	HLEEFM_12580	contig_34	3555	5240	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	561	561	100.00	78.07	561	ACU65296.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
P6602_CF_03092020-0	HLEEFM_12585	contig_34	5268	5690	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	HMM	140	140	98.57	63.04	138	AAC33908.1	organomercurial transporter MerC	NF033784.1	organomercurial transporter MerC
P6602_CF_03092020-0	HLEEFM_12590	contig_34	5709	5987	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	92	91	100.00	75.00	92	AAC38232.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
P6602_CF_03092020-0	HLEEFM_15545	contig_47	35169	36365	+	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	60.52	385	WP_063855983.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
P6602_CF_03092020-0	HLEEFM_21700	contig_85	16030	16680	-	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	81.07	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
P6602_CF_03092020-0	HLEEFM_05070	contig_9	60167	60994	-	blaOXA-114h	class D beta-lactamase OXA-114h	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_053498400.1	class D beta-lactamase OXA-114h	NF033818.0	OXA-114 family class D beta-lactamase
