Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA7025212_ERR4298786	AGFBJG_28505	contig_100	13742	14638	+	blaAXC-1	carbapenem-hydrolyzing class A beta-lactamase AXC-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	298	298	100.00	100.00	298	WP_020924773.1	carbapenem-hydrolyzing class A beta-lactamase AXC-1	NF033929.1	AXC family carbapenem-hydrolyzing class A beta-lactamase
SAMEA7025212_ERR4298786	AGFBJG_15025	contig_27	12369	13019	-	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	80.58	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
SAMEA7025212_ERR4298786	AGFBJG_15520	contig_28	37162	37989	+	blaOXA-114g	class D beta-lactamase OXA-114g	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063861000.1	class D beta-lactamase OXA-114g	NF033818.0	OXA-114 family class D beta-lactamase
SAMEA7025212_ERR4298786	AGFBJG_20330	contig_45	5304	6500	-	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	61.04	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
SAMEA7025212_ERR4298786	AGFBJG_22845	contig_57	32302	33582	-	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	426	450	100.00	86.44	450	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
SAMEA7025212_ERR4298786	AGFBJG_06355	contig_8	97198	100047	+	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.47	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
SAMEA7025212_ERR4298786	AGFBJG_06370	contig_8	103428	103868	+	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	97.60	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
SAMEA7025212_ERR4298786	AGFBJG_06375	contig_8	103907	104821	+	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.38	304	APX31172.1	heat resistance protein YfdX1	NA	NA
SAMEA7025212_ERR4298786	AGFBJG_06380	contig_8	104924	105811	+	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	100.00	93.90	295	ASF80766.1	heat resistance protein YfdX2	NA	NA
SAMEA7025212_ERR4298786	AGFBJG_06385	contig_8	105909	106520	+	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	94.09	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
SAMEA7025212_ERR4298786	AGFBJG_06395	contig_8	107735	108175	+	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
SAMEA7025212_ERR4298786	AGFBJG_06400	contig_8	108179	109894	+	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	92.82	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
SAMEA7025212_ERR4298786	AGFBJG_06405	contig_8	109891	110388	+	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	93.94	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
SAMEA7025212_ERR4298786	AGFBJG_27845	contig_93	15644	16429	-	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.53	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
