Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA7025215_ERR4298796	CHLOFH_31235	contig_109	5352	6548	-	tet	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	HMM	398	399	96.49	60.78	385	WP_000804064.1	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
SAMEA7025215_ERR4298796	CHLOFH_15245	contig_21	100881	101666	-	aph(3')	APH(3') family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	261	266	97.74	42.15	261	WP_004861468.1	APH(3') family aminoglycoside O-phosphotransferase	NF033068.1	APH(3') family aminoglycoside O-phosphotransferase
SAMEA7025215_ERR4298796	CHLOFH_03165	contig_3	119084	119911	+	blaOXA-114c	class D beta-lactamase OXA-114c	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054448427.1	class D beta-lactamase OXA-114c	NF033818.0	OXA-114 family class D beta-lactamase
SAMEA7025215_ERR4298796	CHLOFH_18775	contig_30	12286	12936	-	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	216	210	98.10	81.55	206	WP_063843223.1	type B chloramphenicol O-acetyltransferase	NF000490.1	type B chloramphenicol O-acetyltransferase
SAMEA7025215_ERR4298796	CHLOFH_03640	contig_4	17788	19014	+	blaELC	ELC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	HMM	408	450	99.56	83.93	448	WP_232734851.1	ELC family class C beta-lactamase	NF050047.1	ELC family class C beta-lactamase
SAMEA7025215_ERR4298796	CHLOFH_04570	contig_5	30713	31210	-	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT	NA	NA	BLASTP	165	165	100.00	91.52	165	APX31178.1	heat resistance protein PsiE-GI	NA	NA
SAMEA7025215_ERR4298796	CHLOFH_04575	contig_5	31207	32922	-	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT	NA	NA	BLASTP	571	571	100.00	89.67	571	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI	NA	NA
SAMEA7025215_ERR4298796	CHLOFH_04580	contig_5	32926	33366	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT	NA	NA	BLASTP	146	146	100.00	94.52	146	APX31176.1	heat resistance system thioredoxin Trx-GI	NA	NA
SAMEA7025215_ERR4298796	CHLOFH_04590	contig_5	34581	35192	-	hdeD-GI	heat resistance membrane protein HdeD-GI	plus	STRESS	HEAT	NA	NA	BLASTP	203	203	100.00	91.13	203	APX31174.1	heat resistance membrane protein HdeD-GI	NA	NA
SAMEA7025215_ERR4298796	CHLOFH_04595	contig_5	35289	36176	-	yfdX2	heat resistance protein YfdX2	plus	STRESS	HEAT	NA	NA	BLASTP	295	295	99.66	92.52	294	ASF80766.1	heat resistance protein YfdX2	NA	NA
SAMEA7025215_ERR4298796	CHLOFH_04600	contig_5	36279	37193	-	yfdX1	heat resistance protein YfdX1	plus	STRESS	HEAT	NA	NA	BLASTP	304	304	100.00	96.71	304	APX31172.1	heat resistance protein YfdX1	NA	NA
SAMEA7025215_ERR4298796	CHLOFH_04605	contig_5	37232	37672	-	shsP	small heat shock protein sHSP20-GI	plus	STRESS	HEAT	NA	NA	PARTIALP	146	152	82.24	95.20	125	ASF80771.1	small heat shock protein sHSP20-GI	NA	NA
SAMEA7025215_ERR4298796	CHLOFH_04620	contig_5	41056	43905	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTP	949	949	100.00	95.57	949	ASF80763.1	heat shock survival AAA family ATPase ClpK	NF033606.1	heat shock survival AAA family ATPase ClpK
SAMEA7025215_ERR4298796	CHLOFH_06205	contig_7	27047	27352	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	HMM	101	91	89.01	75.31	81	AAC38219.1	mercury resistance system periplasmic binding protein MerP	TIGR02052.1	mercury resistance system periplasmic binding protein MerP
SAMEA7025215_ERR4298796	CHLOFH_06210	contig_7	27363	29051	+	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	HMM	562	562	100.00	81.85	562	CAC69251.1	mercury(II) reductase	TIGR02053.1	mercury(II) reductase
